Michigan County Code,City/Township Code,Ward Number,Precinct Number,Precinct Label,Office Code,District Code,Office Description,County Name,City/Township Description,standardized_id_num,,Michigan County Code,City/Township Code,Ward Number,Precinct Number,Office Code,District Code,Office Description,County Name,City/Township Description,standardized_id_num
82,57,6,479,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,480,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,481,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,482,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,483,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,484,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,485,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,486,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,487,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,488,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,489,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,500,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,330,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,331,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,332,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,333,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,334,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,335,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,336,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,337,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,338,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,339,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,340,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,341,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,342,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,343,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,344,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,345,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,346,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,347,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,348,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,349,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,355,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,356,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,363,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,364,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,365,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,366,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,367,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,368,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,369,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,370,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,371,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,372,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,373,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,374,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,375,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,376,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,377,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,390,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,393,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,394,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,395,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,396,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,397,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,398,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,399,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,400,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,401,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,402,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,404,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,405,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,406,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,407,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,408,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,409,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,410,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,411,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,412,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,413,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,414,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,415,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,426,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,427,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,428,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,429,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,430,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,431,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,7,498,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,74,0,2,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,HIGHLAND PARK CITY,1.63382E+12,,,,,,,,,,,
82,74,0,3,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,HIGHLAND PARK CITY,1.63382E+12,,,,,,,,,,,
82,74,0,4,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,HIGHLAND PARK CITY,1.63382E+12,,,,,,,,,,,
82,74,0,5,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,HIGHLAND PARK CITY,1.63382E+12,,,,,,,,,,,
82,74,0,6,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,HIGHLAND PARK CITY,1.63382E+12,,,,,,,,,,,
